全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,スロープ,エレベータ,エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131181,131181000052,荒川区,南千住図書館,アラカワクリツミナミセンジュトショカン,Arakawa City Public Library Minami-Senju Library,,1512,ISIL,JP-1001067,131181,0004006,東京都荒川区南千住6丁目63-1,東京都,荒川区,南千住6丁目,63-1,,35.737426,139.795410,,,(03)3807-9221,,,,,1160003,7000020131181,荒川区,火水木金土日,9:00,19:30,日曜、祝日は17時まで。休館日は月曜、第2木曜、年末年始、特別整理期間,図書館,可,有,無,有,有,無,有,無,有,有,有,無,有,有,無,有,有,可,無,有,,,,
131181,131181000053,荒川区,尾久図書館,アラカワクリツオグトショカン,Arakawa City Public Library Ogu Library,,1512,ISIL,JP-1001064,131181,0003008,東京都荒川区東尾久8丁目45-4,東京都,荒川区,東尾久8丁目,45-4,,35.750549,139.766271,,,(03)3800-5821,,,,,1160012,7000020131181,荒川区,火水木金土日,9:00,19:30,土、日曜、祝日は17時まで。休館日は月曜、第2木曜、年末年始、特別整理期間,図書館,可,有,無,有,有,有,有,無,有,有,有,無,有,有,有,有,有,可,無,有,,,,
131181,131181000054,荒川区,町屋図書館,アラカワクリツマチヤトショカン,Arakawa City Public Library Machiya Library,,1512,ISIL,JP-1001066,131181,0002005,東京都荒川区町屋5丁目11-18,東京都,荒川区,町屋5丁目,11-18,,35.751115,139.778824,,,(03)3892-9821,,,,,1160001,7000020131181,荒川区,火水木金土日,9:00,19:30,土、日曜、祝日は17時まで。休館日は月曜、第3木曜、年末年始、特別整理期間,図書館,可,有,無,有,無,無,無,無,無,有,有,無,有,無,有,有,有,可,無,有,,,,
131181,131181000055,荒川区,日暮里図書館,アラカワクリツニッポリトショカン,Arakawa City Public Library Nippori Library,,1512,ISIL,JP-1001065,131181,0005006,東京都荒川区東日暮里6丁目38-4,東京都,荒川区,東日暮里6丁目,38-4,,35.731179,139.775002,,,(03)3803-1645,,,,,1160014,7000020131181,荒川区,火水木金土日,9:00,19:30,土、日曜、祝日は17時まで。休館日は月曜、第3木曜、年末年始、特別整理期間,図書館,可,有,無,有,有,有,有,無,有,有,有,無,有,無,有,有,有,可,無,有,,,,
131181,131181000056,荒川区,汐入図書サービスステーション,アラカワクリツシオイリトショサービスステーション,ARAKAWAKURITSUSHIOIRITOSHOSABISUSUTESHON,汐入図書 SS,1512,ISIL,JP-1006145,131181,0004008,東京都荒川区南千住8丁目12-5 べるぽーと汐入東館1階 114,東京都,荒川区,南千住8丁目,12-5,べるぽーと汐入東館1階 114,35.737653,139.808026,階数,1,(03)3807-8130,,,,,1160003,7000020131181,荒川区,火水木金土日,9:30,19:30,土、日曜、祝日は17時まで。休館日は月曜、第2木曜、年末年始、特別整理期間,図書サービスステーション,可,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,可,無,有,,,,
131181,131181000057,荒川区,冠新道図書サービスステーション,アラカワクリツカンシンドウトショサービスステーション,ARAKAWAKURITSUKANSHINDOTOSHOSABISUSUTESHON,冠新道図書SS,1512,ISIL,JP-1006146,131181,0007006,東京都荒川区西日暮里6丁目25-14,東京都,荒川区,西日暮里6丁目,25-14,,35.736916,139.770704,,,(03)3800-3321,,,,,1160013,7000020131181,荒川区,火水木金土日,9:30,19:30,土、日曜、祝日は17時まで。休館日は月曜、第3木曜、年末年始、特別整理期間,図書サービスステーション,可,有,無,有,有,有,無,無,有,無,有,無,有,無,有,有,有,可,無,有,,,,
131181,131181000058,荒川区,生涯学習センター,ショウガイガクシュウセンター,,,1511,,,131181,0006003,東京都荒川区荒川3丁目49-1,東京都,荒川区,荒川3丁目,49-1,,35.734916,139.780166,,,(03)3802-2332,,,,,1160002,7000020131181,荒川区,日月火水木金土,9:00,22:00,,文化・生涯学習施設,可,無,無,有,有,有,有,無,無,無,有,無,無,無,有,有,有,可,無,有,,,,
131181,131181000059,荒川区,教育センター,キョウイクセンター,,,1599,,,131181,0006003,東京都荒川区荒川3丁目49-1,東京都,荒川区,荒川3丁目,49-1,,35.734916,139.780166,,,(03)3802-5720,,,,,1160002,7000020131181,荒川区,月火水木金,8:30,17:15,休業日：土曜・日曜・祝日・休日・年末年始（12月29日から翌年1月3日）。,教育施設,可,有,無,有,有,有,有,無,無,無,有,無,有,有,有,有,有,,,,,,,
131181,131181000060,荒川区,下田臨海学園,シモダリンカイガクエン,,,1599,,,222194,,静岡県下田市柿崎17-27,静岡県,下田市,柿崎,17-27,,34.676889,138.962751,,,(0558)22-0202,,,,,4150013,7000020131181,荒川区,全て(ただし11月～4月は閉園期間),0:00,0:00,24時間利用可能(宿泊施設),教育施設,可,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,無,,,,
131181,131181000061,荒川区,清里高原ロッジ・清里高原少年自然の家,キヨサトコウゲンロッジ・キヨサトコウゲンショウネンシゼンノイエ,,,2311,,,192091,,山梨県北杜市高根町清里3545-5,山梨県,北杜市,高根町清里,3545-5,,35.900933,138.430623,,,(0551)48-2295,,,,,4070301,3010001025934,株式会社ニッコクトラスト,月火水木金土日,14:00,10:00,開始時間はチェックイン時間で、終了時間はチェックアウト時間である。,郊外施設,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000062,荒川区,荒川総合スポーツセンター,アラカワソウゴウスポーツセンター,,,1110,,,131181,0004006,東京都荒川区南千住6丁目45-5,東京都,荒川区,南千住6丁目,45-5,,35.735866,139.791293,,,(03)3802-3901,,,,X（旧Twitter）: https://x.com/arakawasposen,1160003,3011201003564; 4010901008681,荒川スポーツマネジメント共同事業体（代表会社：株式会社東京アスレティッククラブ、構成企業：株式会社東急コミュニティー）,日・月・火・水・木・金・土,8:00,22:30,最終受付21:30,スポーツ施設,可,無,無,有,有,有,有,無,有,無,有,無,有,有,有,有,有,否,無,有,,,,
131181,131181000063,荒川区,あらかわ遊園,アラカワユウエン,ARAKAWA AMUSEMENT PARK,あらかわ遊園,1003,,,131181,0001006,東京都荒川区西尾久6丁目35-11,東京都,荒川区,西尾久6丁目,35-11,,35.753376,139.758039,,,(03)3893-6003,,,,X（旧Twitter）: https://x.com/arakawayuuen,1160011,7000020131181,荒川区,月水木金土日,9:00,17:00,休園日：火曜（祝日の場合は翌日）、年末年始（12月29日から1月1日まで）。学校の春休み・夏休み・冬休み期間は無休。　開園時間：夜間開園日（金曜・土曜・日曜・祝日・祝前日等）は20時まで営業。どうぶつ広場は10時から15時30分まで。,東京23区で唯一の区営遊園地で、観覧車等の大型遊具のほか、ヤギや小動物とふれ合えるどうぶつ広場、釣り堀、雨天時でも遊べる室内遊び場などがあり、小さなお子様から大人まで幅広い世代の方々にお楽しみいただける夢いっぱいの遊園地です。,可,有,無,有,有,有,有,無,有,有,有,無,有,有,有,有,有,可,有,有,,,,
131181,131181000064,荒川区,あらかわ遊園スポーツハウス,アラカワユウエンスポーツハウス,,,1110,,,131181,0001008,東京都荒川区西尾久8丁目3-1,東京都,荒川区,西尾久8丁目,3-1,,35.751885,139.757070,,,(03)3800-7333,,,,X（旧Twitter）: https://x.com/ArkwSportsHouse,1160011,7000020131181,荒川区,日・月・火・水・木・金・土,9:00,21:30,最終受付20:30,スポーツ施設,可,無,無,有,有,無,有,無,無,無,無,無,有,有,無,無,無,否,無,有,,,,令和7年3月末よりリニューアル工事に伴い休館となるため、工事前の情報を記載
131181,131181000065,荒川区,西新井橋野球場,ニシアライバシヤキュウジョウ,,,1103,,,131181,,東京都足立区千住元町36-7先,東京都,足立区,千住元町,36-7,先,,,,,(03)3888-9760,,,,,,7000020131181,荒川区,日・月・火・水・木・金・土・祝,4～9月　6:00、10・3月　7:00、11～2月　8:00,4～9月　18:00、10・3月　17:00、11～2月　16:00,休場日は年末年始12/29～1/3,スポーツ施設,否,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,否,無,無,,,,
131181,131181000066,荒川区,南千住野球場,ミナミセンジュヤキュウジョウ,,,1103,,,131181,0004006,東京都荒川区南千住6丁目45-6,東京都,荒川区,南千住6丁目,45-6,,35.736272,139.791067,,,(03)3802-3901,,,,,1160003,7000020131181,荒川区,日・月・火・水・木・金・土・祝,4～3月　9:00（日・祝のB面は7:00）,4～10月　20:45、11～2月　15:30、3月　17:30,休場日は年始1/1～1/3,スポーツ施設,否,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,否,無,無,,,,
131181,131181000067,荒川区,少年運動場,ショウネンウンドウジョウ,,,1106,,,131181,,東京都足立区小台1丁目22 地先,東京都,足立区,小台1丁目,22,地先,35.754325,139.773431,,,(03)3888-9760,,,,,,7000020131181,荒川区,日・月・火・水・木・金・土・祝,4～9月　6:00、10・3月　7:00、11～2月　8:00,4～9月　18:00、10・3月　17:00、11～2月　16:00,休場日は年末年始12/29～1/3,スポーツ施設,否,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,否,無,無,,,,
131181,131181000068,荒川区,東尾久運動場,ヒガシオグウンドウジョウ,,,1106,,,131181,0003007,東京都荒川区東尾久7丁目1-1,東京都,荒川区,東尾久7丁目,1-1,,35.752127,139.775132,,,(03)3819-8580,,,,,1160012,7000020131181,荒川区,日・月・火・水・木・金・土・祝,4～3月　9:00（庭球場の4～10月の土・日・祝　7:00、庭球場の11～12月の土・日・祝　8:00、小広場の4～12月の土・日・祝　7:00、多目的広場の土・日・祝　7:00）,4～9月　18:00、庭球場・小広場の10・3月及び多目的広場の10～3月　17:00、庭球場・小広場の11月～2月　16:00,休場日は年末年始12/29～1/3,スポーツ施設,否,無,無,有,有,有,無,無,有,無,無,無,無,有,無,無,無,否,無,無,,,,
131181,131181000069,荒川区,区民運動場,クミンウンドウジョウ,,,1106,,,131181,0001003,東京都荒川区西尾久3丁目14-3,東京都,荒川区,西尾久3丁目,14-3,,35.752746,139.764625,,,(03)3892-5856,,,,,1160011,7000020131181,荒川区,土・日・祝,土・日・祝　9:00,土・日・祝　17:00（5月～9月は1時間延長可）,休場日は平日、年末年始12/29～1/3、土日祝の学校行事及び授業公開日等,スポーツ施設,否,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,否,無,無,,,,
131181,131181000070,荒川区,あらかわ遊園運動場,アラカワユウエンウンドウジョウ,,,1106,,,131181,0001008,東京都荒川区西尾久8丁目1-2,東京都,荒川区,西尾久8丁目,1-2,,35.751244,139.757205,,,(03)3800-7333,,,,,1160011,7000020131181,荒川区,日・月・火・水・木・金・土・祝,9:00（日・祝　7:00）,20:00（日・祝　20:00）,休場日は年末年始12/29～1/3,スポーツ施設,否,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,否,無,無,,,,
131181,131181000071,荒川区,荒川ふるさと文化館,アラカワフルサトブンカカン,,,0801,,,131181,0004006,東京都荒川区南千住6丁目63-1,東京都,荒川区,南千住6丁目,63-1,,35.737426,139.795410,,,(03)3807-9234,,,,,1160003,7000020131181,荒川区,火水木金土日,9:00,17:00,入館は16:30まで。休館日は毎週月曜日（祝日、振替休日の場合はその翌日）・館内整理日（毎月第２木曜日）・１２月２９日～１月４日を含む年末年始・特別整理日,文化・生涯学習施設,可,有,無,有,有,無,有,無,有,無,有,有,有,有,無,有,有,可,有,有,,,,
131181,131181000072,荒川区,日暮里地域活性化施設,ニッポリチイキカッセイカシセツ,,ふらっとにっぽり,1306,,,131181,0005006,東京都荒川区東日暮里6丁目17-6,東京都,荒川区,東日暮里6丁目,17-6,,35.728949,139.777372,,,(03)3801-7301,,,,,1160014,7000020131181,荒川区,月火水木金土日,8:30,22:00,休業日：年末年始（12月29日から翌年1月3日）。設備点検等実施日（年5日程度）,地域活性化施設,可,有,無,有,有,無,有,無,有,無,有,無,有,有,有,有,有,可,無,有,,,,予約制の多目的スペースのほか、誰でも利用可能な観光等総合案内、休憩スペース、ベビーステーションを設置。創作工房、創業支援施設、日暮里区民事務所を併設している。
131181,131181000073,荒川区,三河島保育園,ミカワシマホイクエン,,,1402,,,131181,0006003,東京都荒川区荒川3丁目54-1,東京都,荒川区,荒川3丁目,54-1,,35.735561,139.780165,,,(03)3807-6781,,,,,1160002,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000074,荒川区,東尾久保育園,ヒガシオグホイクエン,,,1402,,,131181,0003002,東京都荒川区東尾久2丁目28-3,東京都,荒川区,東尾久2丁目,28-3,,35.741922,139.771859,,,(03)3895-0144,,,,,1160012,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000075,荒川区,第二南千住保育園,ダイニミナミセンジュホイクエン,,,1402,,,131181,0004002,東京都荒川区南千住2丁目21-6,東京都,荒川区,南千住2丁目,21-6,,35.730375,139.797425,,,(03)3801-7700,,,,,1160003,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000076,荒川区,荒川保育園,アラカワホイクエン,,,1402,,,131181,0006005,東京都荒川区荒川5丁目50-15,東京都,荒川区,荒川5丁目,50-15,,35.740159,139.774932,,,(03)3895-6922,,,,,1160002,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000077,荒川区,西日暮里保育園,ニシニッポリホイクエン,,,1402,,,131181,0007006,東京都荒川区西日暮里6丁目25-3,東京都,荒川区,西日暮里6丁目,25-3,,35.736686,139.770639,総数,1; 2,(03)3893-3801,,,,,1160013,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000078,荒川区,第二東日暮里保育園,ダイニヒガシニッポリホイクエン,,,1402,,,131181,0005001,東京都荒川区東日暮里1丁目17-21,東京都,荒川区,東日暮里1丁目,17-21,,35.730114,139.789446,,,(03)3807-6483,,,,,1160014,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000079,荒川区,熊野前保育園,クマノマエホイクエン,,,1402,,,131181,0003008,東京都荒川区東尾久8丁目23-9,東京都,荒川区,東尾久8丁目,23-9,,35.751775,139.769394,,,(03)3800-7135,,,,,1160012,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000080,荒川区,原保育園,ハラホイクエン,,,1402,,,131181,0002005,東京都荒川区町屋5丁目11-16,東京都,荒川区,町屋5丁目,11-16,,35.751115,139.778824,,,(03)3895-8781,,,,,1160001,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000081,荒川区,荒川さつき保育園,アラカワサツキホイクエン,,,1402,,,131181,0006008,東京都荒川区荒川8丁目25-4,東京都,荒川区,荒川8丁目,25-4,,35.737379,139.786138,,,(03)3891-4261,,,,,1160002,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000082,荒川区,西尾久みどり保育園,ニシオグミドリホイクエン,,,1402,,,131181,0001004,東京都荒川区西尾久4丁目6-19,東京都,荒川区,西尾久4丁目,6-19,,35.744239,139.761060,,,(03)3894-0491,,,,,1160011,7000020131181,荒川区,,,,,区立保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000083,荒川区,汐入こども園,シオイリコドモエン,,,1405,,,131181,0004008,東京都荒川区南千住8丁目9-3,東京都,荒川区,南千住8丁目,9-3,,35.738922,139.811606,,,(03)3801-7285,,,,,1160003,7000020131181,荒川区,,,,,区立子ども園,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000084,荒川区,上尾久保育園,カミオグホイクエン,,,1402,,,131181,0001008,東京都荒川区西尾久8丁目10-12,東京都,荒川区,西尾久8丁目,10-12,,35.752413,139.756578,,,(03)3810-2421,,,,,1160011,1011505000664,社会福祉法人上智社会事業団,,,,,公設民営保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000085,荒川区,南千住さくら保育園,ミナミセンジュサクラホイクエン,,,1402,,,131181,0004004,東京都荒川区南千住4丁目9-4,東京都,荒川区,南千住4丁目,9-4,,35.736855,139.804571,,,(03)5604-3521,,,,,1160003,1011505000664,社会福祉法人上智社会事業団,,,,,公設民営保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000086,荒川区,汐入とちのき保育園,シオイリトチノキホイクエン,,,1402,,,131181,0004008,東京都荒川区南千住8丁目3-3,東京都,荒川区,南千住8丁目,3-3,,35.736035,139.805591,,,(03)5604-0510,,,,,1160003,2011505000663,社会福祉法人東京都福祉事業協会,,,,,公設民営保育園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000087,荒川区,はなみずき保育園,ハナミズキホイクエン,,,1402,,,131181,0004008,東京都荒川区南千住8丁目5-5,東京都,荒川区,南千住8丁目,5-5,,35.738396,139.807363,,,(03)3803-2583,,,,,1160003,3012401002141,株式会社こどもの森,,,,,公設民営保育園,,,,無,有,有,無,無,,,,,,,,,,,,,,,,
131181,131181000088,荒川区,南千住保育園,ミナミセンジュホイクエン,,,1402,,,131181,0004006,東京都荒川区南千住6丁目35-3,東京都,荒川区,南千住6丁目,35-3,,35.738197,139.791551,,,(03)3807-6620,,,,,1160003,1011505000664,社会福祉法人上智社会事業団,,,,,公設民営保育園,,,,有,有,有,有,無,,,,,,,,,,,,,,,,
131181,131181000089,荒川区,南千住七丁目保育園,ミナミセンジュナナチョウメホイクエン,,,1402,,,131181,0004007,東京都荒川区南千住7丁目20-13,東京都,荒川区,南千住7丁目,20-13,,35.738241,139.798723,,,(03)5615-0531,,,,,1160003,9030005010561,社会福祉法人東萌会,,,,,公設民営保育園,,,,有,有,有,有,無,,,,,,,,,,,,,,,,
131181,131181000090,荒川区,南千住第二幼稚園,ミナミセンジュダイニヨウチエン,,,1501,,,131181,0004008,東京都荒川区南千住8丁目2-1,東京都,荒川区,南千住8丁目,2-1,,35.734591,139.807035,,,(03)3891-5701,,,,,1160003,7000020131181,荒川区,,,,,区立幼稚園,,,,無,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000091,荒川区,町屋幼稚園,マチヤヨウチエン,,,1501,,,131181,0002008,東京都荒川区町屋8丁目19-8 第七峡田小学校内,東京都,荒川区,町屋8丁目,19-8,第七峡田小学校内,35.747793,139.787524,,,(03)3895-3571,,,,,1160001,7000020131181,荒川区,,,,,区立幼稚園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000092,荒川区,花の木幼稚園,ハナノキヨウチエン,,,1501,,,131181,0006005,東京都荒川区荒川5丁目41-4,東京都,荒川区,荒川5丁目,41-4,,35.739623,139.776724,,,(03)3892-8292,,,,,1160002,7000020131181,荒川区,,,,,区立幼稚園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000093,荒川区,尾久第二幼稚園,オグダイニヨウチエン,,,1501,,,131181,0001008,東京都荒川区西尾久8丁目26-9 尾久第六小学校内,東京都,荒川区,西尾久8丁目,26-9,尾久第六小学校内,35.751803,139.754547,,,(03)3800-1655,,,,,1160011,7000020131181,荒川区,,,,,区立幼稚園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000094,荒川区,日暮里幼稚園,ニッポリヨウチエン,,,1501,,,131181,0005006,東京都荒川区東日暮里6丁目49-21,東京都,荒川区,東日暮里6丁目,49-21,,35.730896,139.775168,,,(03)3807-1515,,,,,1160014,7000020131181,荒川区,,,,,区立幼稚園,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000095,荒川区,瑞光小学校,ズイコウショウガッコウ,,,1503,,,131181,0004001,東京都荒川区南千住1丁目51-1,東京都,荒川区,南千住1丁目,51-1,,35.735029,139.791274,,,(03)3801-4239,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000096,荒川区,第二瑞光小学校,ダイニズイコウショウガッコウ,,,1503,,,131181,0004005,東京都荒川区南千住5丁目8-1,東京都,荒川区,南千住5丁目,8-1,,35.733713,139.794750,,,(03)3801-4700,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000097,荒川区,第三瑞光小学校,ダイサンズイコウショウガッコウ,,,1503,,,131181,0004007,東京都荒川区南千住7丁目9-1,東京都,荒川区,南千住7丁目,9-1,,35.735598,139.798702,,,(03)3801-5007,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000098,荒川区,汐入小学校,シオイリショウガッコウ,,,1503,,,131181,0004008,東京都荒川区南千住8丁目2-3,東京都,荒川区,南千住8丁目,2-3,,35.734672,139.807803,,,(03)3802-0089,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000099,荒川区,汐入東小学校,シオイリヒガシショウガッコウ,,,1503,,,131181,0004008,東京都荒川区南千住8丁目9-3,東京都,荒川区,南千住8丁目,9-3,,35.738922,139.811606,,,(03)3801-2722,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000100,荒川区,第六瑞光小学校,ダイロクズイコウショウガッコウ,,,1503,,,131181,0004001,東京都荒川区南千住1丁目4-11,東京都,荒川区,南千住1丁目,4-11,,35.733084,139.789152,,,(03)3891-5239,,,,,1160003,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000101,荒川区,峡田小学校,ハケタショウガッコウ,,,1503,,,131181,0006003,東京都荒川区荒川3丁目77-1,東京都,荒川区,荒川3丁目,77-1,,35.736355,139.777332,,,(03)3891-2051,,,,,1160002,7000020131181,荒川区,,,,,区立小学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000102,荒川区,第二峡田小学校,ダイニハケタショウガッコウ,,,1503,,,131181,0006002,東京都荒川区荒川2丁目30-1,東京都,荒川区,荒川2丁目,30-1,,35.738388,139.782813,,,(03)3801-2002,,,,,1160002,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000103,荒川区,第三峡田小学校,ダイサンハケタショウガッコウ,,,1503,,,131181,0006001,東京都荒川区荒川1丁目43-1,東京都,荒川区,荒川1丁目,43-1,,35.733288,139.786073,,,(03)3891-0756,,,,,1160002,7000020131181,荒川区,,,,,区立小学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000104,荒川区,第四峡田小学校,ダイシハケタショウガッコウ,,,1503,,,131181,0002002,東京都荒川区町屋2丁目11-6,東京都,荒川区,町屋2丁目,11-6,,35.744617,139.780137,,,(03)3895-6864,,,,,1160001,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000105,荒川区,第五峡田小学校,ダイゴハケタショウガッコウ,,,1503,,,131181,0002003,東京都荒川区町屋3丁目17-24,東京都,荒川区,町屋3丁目,17-24,,35.747769,139.781583,,,(03)3892-9515,,,,,1160001,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000106,荒川区,第七峡田小学校,ダイシチハケタショウガッコウ,,,1503,,,131181,0002008,東京都荒川区町屋8丁目19-12,東京都,荒川区,町屋8丁目,19-12,,35.747793,139.787524,,,(03)3895-0805,,,,,1160001,7000020131181,荒川区,,,,,区立小学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000107,荒川区,第九峡田小学校,ダイクハケタショウガッコウ,,,1503,,,131181,0006006,東京都荒川区荒川6丁目8-1,東京都,荒川区,荒川6丁目,8-1,,35.742454,139.779515,,,(03)3895-3175,,,,,1160002,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
