全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,スロープ,エレベータ,エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131181,131181000108,荒川区,尾久小学校,オグショウガッコウ,,,1503,,,131181,0003005,東京都荒川区東尾久5丁目6-7,東京都,荒川区,東尾久5丁目,6-7,,35.747470,139.769077,,,(03)3893-7894,,,,,1160012,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000109,荒川区,尾久西小学校,オグニシショウガッコウ,,,1503,,,131181,0001005,東京都荒川区西尾久5丁目27-12,東京都,荒川区,西尾久5丁目,27-12,,35.749776,139.758455,,,(03)3893-8890,,,,,1160011,7000020131181,荒川区,,,,,区立小学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000110,荒川区,尾久第六小学校,オグダイロクショウガッコウ,,,1503,,,131181,0001008,東京都荒川区西尾久8丁目26-9,東京都,荒川区,西尾久8丁目,26-9,,35.751803,139.754547,,,(03)3893-7268,,,,,1160011,7000020131181,荒川区,,,,,区立小学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000111,荒川区,赤土小学校,アカドショウガッコウ,,,1503,,,131181,0003002,東京都荒川区東尾久2丁目43-9,東京都,荒川区,東尾久2丁目,43-9,,35.743206,139.769655,,,(03)3892-9302,,,,,1160012,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000112,荒川区,大門小学校,ダイモンショウガッコウ,,,1503,,,131181,0002004,東京都荒川区町屋4丁目27-8,東京都,荒川区,町屋4丁目,27-8,,35.748792,139.776749,,,(03)3895-7308,,,,,1160001,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000113,荒川区,第一日暮里小学校,ダイイチニッポリショウガッコウ,,,1503,,,131181,0007003,東京都荒川区西日暮里3丁目7-15,東京都,荒川区,西日暮里3丁目,7-15,,35.730296,139.765773,,,(03)3828-5477,,,,,1160013,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000114,荒川区,尾久宮前小学校,オグミヤマエショウガッコウ,,,1503,,,131181,0001001,東京都荒川区西尾久1丁目4-17,東京都,荒川区,西尾久1丁目,4-17,,35.746132,139.764587,,,(03)3893-3536,,,,,1160011,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000115,荒川区,第二日暮里小学校,ダイニニッポリショウガッコウ,,,1503,,,131181,0005005,東京都荒川区東日暮里5丁目2-1,東京都,荒川区,東日暮里5丁目,2-1,,35.728424,139.778238,,,(03)3891-3416,,,,,1160014,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000116,荒川区,第三日暮里小学校,ダイサンニッポリショウガッコウ,,,1503,,,131181,0005003,東京都荒川区東日暮里3丁目10-17,東京都,荒川区,東日暮里3丁目,10-17,,35.728882,139.781391,,,(03)3891-6307,,,,,1160014,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000117,荒川区,第六日暮里小学校,ダイロクニッポリショウガッコウ,,,1503,,,131181,0007006,東京都荒川区西日暮里6丁目35-16,東京都,荒川区,西日暮里6丁目,35-16,,35.735402,139.769565,,,(03)3894-6750,,,,,1160013,7000020131181,荒川区,,,,,区立小学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000118,荒川区,ひぐらし小学校,ヒグラシショウガッコウ,,,1503,,,131181,0007002,東京都荒川区西日暮里2丁目32-5,東京都,荒川区,西日暮里2丁目,32-5,,35.731374,139.772491,,,(03)3801-7280,,,,,1160013,7000020131181,荒川区,,,,,区立小学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000119,荒川区,南千住六丁目学童クラブ,ミナミセンジュロクチョウメガクドウクラブ,,,1404,,,131181,0004006,東京都荒川区南千住6丁目68-7,東京都,荒川区,南千住6丁目,68-7,,35.739120,139.794839,,,(03)3801-7050,,,,,1160003,7000020131181,荒川区,月火水木金土,9:00,18:00,土曜日は17:00まで、延長利用あり,学童クラブ,可,無,無,有,有,有,有,無,無,無,無,無,有,無,有,無,無,可,無,無,,,,飲食は、弁当・おやつ
131181,131181000120,荒川区,二日小学童クラブ,ニニチショウガクドウクラブ,,,1404,,,131181,0005006,東京都荒川区東日暮里6丁目19-12,東京都,荒川区,東日暮里6丁目,19-12,,35.729811,139.776761,,,(03)3891-5971,,,,,1160014,7000020131181,荒川区,月火水木金土,9:00,18:00,土曜日は17:00まで、延長利用あり,学童クラブ,可,無,無,有,有,有,有,無,無,無,無,無,有,有,有,無,無,可,無,無,,,,飲食は、弁当・おやつ
131181,131181000121,荒川区,ひぐらし小学童クラブ,ヒグラシショウガクドウクラブ,,,1404,,,131181,0007002,東京都荒川区西日暮里2丁目10-9 ひぐらし小学校敷地内,東京都,荒川区,西日暮里2丁目,32-25,ひぐらし小学校敷地内,35.731837,139.772306,,,(03)3807-4721,,,,,1160013,7000020131181,荒川区,月火水木金土,9:00,18:00,土曜日は17:00まで、延長利用あり,学童クラブ,可,無,無,有,有,有,有,無,無,無,無,無,有,無,有,無,無,可,無,無,,,,飲食は、弁当・おやつ
131181,131181000122,荒川区,第一中学校,ダイイチチュウガッコウ,,,1504,,,131181,0006001,東京都荒川区荒川1丁目30-1,東京都,荒川区,荒川1丁目,30-1,,35.734737,139.787860,,,(03)3891-8354,,,,,1160002,7000020131181,荒川区,,,,,区立中学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000123,荒川区,第三中学校,ダイサンチュウガッコウ,,,1504,,,131181,0004008,東京都荒川区南千住8丁目10-1,東京都,荒川区,南千住8丁目,10-1,,35.737952,139.811418,,,(03)3801-5808,,,,,1160003,7000020131181,荒川区,,,,,区立中学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000124,荒川区,第四中学校,ダイヨンチュウガッコウ,,,1504,,,131181,0006006,東京都荒川区荒川6丁目57-1,東京都,荒川区,荒川6丁目,57-1,,35.741249,139.775594,,,(03)3895-7334,,,,,1160002,7000020131181,荒川区,,,,,区立中学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000125,荒川区,第五中学校,ダイゴチュウガッコウ,,,1504,,,131181,0002001,東京都荒川区町屋1丁目37-16,東京都,荒川区,町屋1丁目,37-16,,35.744445,139.787244,,,(03)3895-1283,,,,,1160001,7000020131181,荒川区,,,,,区立中学校,,,,無,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000126,荒川区,第七中学校,ダイシチチュウガッコウ,,,1504,,,131181,0001004,東京都荒川区西尾久4丁目30-28,東京都,荒川区,西尾久4丁目,30-28,,35.746268,139.758415,,,(03)3894-6623,,,,,1160011,7000020131181,荒川区,,,,,区立中学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000127,荒川区,第九中学校,ダイキュウチュウガッコウ,,,1504,,,131181,0003002,東京都荒川区東尾久2丁目23-5,東京都,荒川区,東尾久2丁目,23-5,,35.743282,139.772744,,,(03)3892-7834,,,,,1160012,7000020131181,荒川区,,,,,区立中学校,,,,有,無,無,無,無,,,,,,,,,,,,,,,,
131181,131181000128,荒川区,尾久八幡中学校,オグハチマンチュウガッコウ,,,1504,,,131181,0001003,東京都荒川区西尾久3丁目14-1,東京都,荒川区,西尾久3丁目,14-1,,35.753198,139.763861,,,(03)3893-7776,,,,,1160011,7000020131181,荒川区,,,,,区立中学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000129,荒川区,南千住第二中学校,ミナミセンジュダイニチュウガッコウ,,,1504,,,131181,0004007,東京都荒川区南千住7丁目25-1,東京都,荒川区,南千住7丁目,25-1,,35.736180,139.799671,,,(03)3891-8532,,,,,1160003,7000020131181,荒川区,,,,,区立中学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000130,荒川区,原中学校,ハラチュウガッコウ,,,1504,,,131181,0002005,東京都荒川区町屋5丁目12-6,東京都,荒川区,町屋5丁目,12-6,,35.751104,139.779409,,,(03)3895-6495,,,,,1160001,7000020131181,荒川区,,,,,区立中学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,
131181,131181000131,荒川区,諏訪台中学校,スワダイチュウガッコウ,,,1504,,,131181,0007002,東京都荒川区西日暮里2丁目36-8,東京都,荒川区,西日暮里2丁目,36-8,,35.732552,139.771740,,,(03)3891-6115,,,,,1160013,7000020131181,荒川区,,,,,区立中学校,,,,有,有,無,有,無,,,,,,,,,,,,,,,,第二校庭：東日暮里六丁目47番7号
131181,131181000132,荒川区,荒川老人福祉センター,アラカワロウジンフクシセンター,,,1499,,,131181,0006001,東京都荒川区荒川1丁目34-6,東京都,荒川区,荒川1丁目,34-6,,35.734251,139.786915,,,(03)3802-1666,,,,,1160002,9010905000820,社会福祉法人　奉優会,月-土,9:00,17:00,,福祉関連施設,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000133,荒川区,荒川授産場,アラカワジュサンジョウ,,いきいきワーク荒川,1499,,,131181,0003004,東京都荒川区東尾久4丁目32-7,東京都,荒川区,東尾久4丁目,32-7,,35.744624,139.766876,,,(03)3800-2741,,,,,1160012,9011505001507,荒川区シルバー人材センター,月火水木金,9:00,16:00,,福祉関連施設,可,無,無,有,有,有,有,,無,有,有,,有,無,,,,,,,,,,
131181,131181000134,荒川区,特別養護老人ホームグリーンハイム荒川,トクベツヨウゴロウジンホームグリーンハイムアラカワ,,,1408,,,131181,0004006,東京都荒川区南千住6丁目36-5,東京都,荒川区,南千住6丁目,36-5,,35.738566,139.791272,,,(03)3802-7561,,,,,1160003,8011805000878,社会福祉法人　聖風会,,,,,区立特別養護老人ホーム,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000135,荒川区,特別養護老人ホームサンハイム荒川,トクベツヨウゴロウジンホームサンハイムアラカワ,,,1408,,,131181,0004003,東京都荒川区南千住3丁目14-7,東京都,荒川区,南千住3丁目,14-7,,35.730326,139.803092,,,(03)3805-7525,,,,,1160003,4010605001784,社会福祉法人　カメリア会,,,,,区立特別養護老人ホーム,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000136,荒川区,特別養護老人ホーム花の木ハイム荒川,トクベツヨウゴロウジンホームハナノキハイムアラカワ,,,1408,,,131181,0006005,東京都荒川区荒川5丁目47-2,東京都,荒川区,荒川5丁目,47-2,,35.739772,139.776184,,,(03)5855-3321,,,,,1160002,9010905000820,社会福祉法人　奉優会,,,,,区立特別養護老人ホーム,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000137,荒川区,南千住中部在宅高齢者通所サービスセンター,ミナミセンジュチュウブザイタクコウレイシャツウショサービスセンター,,,1409,,,131181,0004004,東京都荒川区南千住4丁目9-6,東京都,荒川区,南千住4丁目,9-6,,35.736107,139.804367,,,(03)5604-0065,,,,,1160003,4010605001784,社会福祉法人　カメリア会,月-土,,,,高齢者通所サービスセンター,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000138,荒川区,荒川東部在宅高齢者通所サービスセンター,アラカワトウブザイタクコウレイシャツウショサービスセンター,,,1409,,,131181,0006001,東京都荒川区荒川1丁目34-6,東京都,荒川区,荒川1丁目,34-6,,35.734251,139.786915,,,(03)3805-5200,,,,,1160002,9010905000820,社会福祉法人　奉優会,月-土,,,,高齢者通所サービスセンター,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000139,荒川区,花の木ハイム荒川在宅高齢者通所サービスセンター,ハナノキハイムアラカワザイタクコウレイシャツウショサービスセンター,,,1409,,,131181,0006005,東京都荒川区荒川5丁目47-2,東京都,荒川区,荒川5丁目,47-2,,35.739772,139.776184,,,(03)5855-3322,,,,,1160002,9010905000820,社会福祉法人　奉優会,月-金,,,,高齢者通所サービスセンター,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000140,荒川区,東日暮里在宅高齢者通所サービスセンター,ヒガシニッポリザイタクコウレイシャツウショサービスセンター,,,1409,,,131181,0005003,東京都荒川区東日暮里3丁目8-16,東京都,荒川区,東日暮里3丁目,8-16,,35.729558,139.782482,,,(03)3805-6121,,,,,1160014,9010905000820,社会福祉法人　奉優会,月-土,,,,高齢者通所サービスセンター,可,無,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
131181,131181000141,荒川区,南千住東部地域包括支援センター,ミナミセンジュトウブチイキホウカツシエンセンター,,,1499,,,131181,0004004,東京都荒川区南千住4丁目9-6,東京都,荒川区,南千住4丁目,9-6,,35.736107,139.804367,,,(03)3805-5702,,,,,1160003,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,無,有,有,無,有,無,無,無,有,無,有,無,無,無,無,可,無,有,,,,
131181,131181000142,荒川区,南千住西部地域包括支援センター,ミナミセンジュセイブチイキホウカツシエンセンター,,,1499,,,131181,0004001,東京都荒川区南千住1丁目10-1,東京都,荒川区,南千住1丁目,10-1,,35.732420,139.790898,,,(03)5604-5710,,,,,1160003,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,無,無,無,有,有,無,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000143,荒川区,荒川地域包括支援センター,アラカワチイキホウカツシエンセンター,,,1499,,,131181,0006005,東京都荒川区荒川5丁目47-2 花の木ハイム荒川内,東京都,荒川区,荒川5丁目,47-2 ,花の木ハイム荒川内,35.739772,139.776184,,,(03)5855-3323,,,,,1160002,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,有,有,有,有,有,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000144,荒川区,町屋地域包括支援センター,マチヤチイキホウカツシエンセンター,,,1499,,,131181,0002007,東京都荒川区町屋7丁目10-6 さくら館内,東京都,荒川区,町屋7丁目,10-6 ,さくら館内,35.749306,139.786813,,,(03)3894-3568,,,,,1160001,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,無,無,有,有,有,無,無,無,無,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000145,荒川区,東尾久地域包括支援センター,ヒガシオグチイキホウカツシエンセンター,,,1499,,,131181,0003003,東京都荒川区東尾久3丁目31-8 101,東京都,荒川区,東尾久3丁目,31-8,101,35.747467,139.769951,階数,1,(03)5855-8513,,,,,1160012,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,無,有,無,無,無,無,無,無,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000146,荒川区,西尾久地域包括支援センター,ニシオグチイキホウカツシエンセンター,,,1499,,,131181,0001001,東京都荒川区西尾久1丁目32-8,東京都,荒川区,西尾久1丁目,32-8,,35.747187,139.761782,,,(03)3893-3555,,,,,1160011,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,無,無,無,無,無,無,無,有,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000147,荒川区,東日暮里地域包括支援センター,ヒガシニッポリチイキホウカツシエンセンター,,,1499,,,131181,0005003,東京都荒川区東日暮里3丁目8-16 1階,東京都,荒川区,東日暮里3丁目,8-16,1階,35.729558,139.782482,階数,1,(03)5615-3171,,,,,1160014,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000148,荒川区,西日暮里地域包括支援センター,ニシニッポリチイキホウカツシエンセンター,,,1499,,,131181,0007001,東京都荒川区西日暮里1丁目49-10　1階,東京都,荒川区,西日暮里1丁目,49-10,エクセルシア1階,35.732999,139.767159,階数,1,(03)3807-3828,,,,,1160013,7000020131181,荒川区,月火水木金土,9:00,17:00,,地域包括支援センター,可,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,可,無,無,,,,
131181,131181000149,荒川区,南千住東部高齢者みまもりステーション,ミナミセンジュトウブコウレイシャミマモリステーション,,,1499,,,131181,0004004,東京都荒川区南千住4丁目9-6,東京都,荒川区,南千住4丁目,9-6,,35.736107,139.804367,,,(03)3805-5705,,,,,1160003,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,無,有,有,無,有,無,無,無,有,無,有,無,無,無,無,可,無,有,,,,
131181,131181000150,荒川区,南千住西部高齢者みまもりステーション,ミナミセンジュセイブコウレイシャミマモリステーション,,,1499,,,131181,0004001,東京都荒川区南千住1丁目10-1,東京都,荒川区,南千住1丁目,10-1,,35.732420,139.790898,,,(03)5604-5760,,,,,1160003,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,無,無,無,有,有,無,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000151,荒川区,荒川高齢者みまもりステーション,アラカワコウレイシャミマモリステーション,,,1499,,,131181,0006005,東京都荒川区荒川5丁目47-2 花の木ハイム荒川内,東京都,荒川区,荒川5丁目,47-2 ,花の木ハイム荒川内,35.739772,139.776184,,,(03)5855-0324,,,,,1160002,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,有,有,有,有,有,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000152,荒川区,町屋高齢者みまもりステーション,マチヤコウレイシャミマモリステーション,,,1499,,,131181,0002007,東京都荒川区町屋7丁目10-6 さくら館内,東京都,荒川区,町屋7丁目,10-6 ,さくら館内,35.749306,139.786813,,,(03)5855-6407,,,,,1160001,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,無,無,有,有,有,無,無,無,無,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000153,荒川区,東尾久高齢者みまもりステーション,ヒガシオグコウレイシャミマモリステーション,,,1499,,,131181,0003003,東京都荒川区東尾久3丁目31-8 101,東京都,荒川区,東尾久3丁目,31-8,101,35.747467,139.769951,階数,1,(03)5855-8514,,,,,1160012,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,無,有,無,無,無,無,無,無,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000154,荒川区,西尾久高齢者みまもりステーション,ニシオグコウレイシャミマモリステーション,,,1499,,,131181,0001001,東京都荒川区西尾久1丁目32-8,東京都,荒川区,西尾久1丁目,32-8,,35.747187,139.761782,,,(03)3893-3550,,,,,1160011,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,無,無,無,無,無,無,無,有,有,無,有,無,無,無,無,否,無,無,,,,
131181,131181000155,荒川区,東日暮里高齢者みまもりステーション,ヒガシニッポリコウレイシャミマモリステーション,,,1499,,,131181,0005003,東京都荒川区東日暮里3丁目8-16 1階,東京都,荒川区,東日暮里3丁目,8-16,1階,35.729558,139.782482,階数,1,(03)5615-3172,,,,,1160014,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,否,無,有,,,,
131181,131181000156,荒川区,西日暮里高齢者みまもりステーション,ニシニッポリコウレイシャミマモリステーション,,,1499,,,131181,0007001,東京都荒川区西日暮里1丁目49-10　1階,東京都,荒川区,西日暮里1丁目,49-10,エクセルシア1階,35.732999,139.767159,階数,1,(03)3807-3839,,,,,1160013,7000020131181,荒川区,月火水木金,9:00,17:00,,みまもりステーション,可,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,可,無,無,,,,
131181,131181000157,荒川区,障害者福祉会館,ショウガイシャフクシカイカン,,アクロスあらかわ,1499,,,131181,0006002,東京都荒川区荒川2丁目57-8,東京都,荒川区,荒川2丁目,57-8,,35.740550,139.783290,,,(03)3803-6221,,,,,1160002,1011505000656,社会福祉法人　荒川区社会福祉協議会,月・火・水・木・金・土・日,9:00,22:00,,福祉関連施設,可,有,無,有,有,無,有,無,有,有,有,無,有,無,有,無,有,可,無,有,,,,
131181,131181000158,荒川区,心身障害者福祉センター,シンシンショウガイシャフクシセンター,,荒川たんぽぽセンター,1499,,,131181,0006001,東京都荒川区荒川1丁目53-20,東京都,荒川区,荒川1丁目,53-20,,35.733016,139.784481,階数,1,(03)3891-6824,,,,,1160002,7000020131181,荒川区,月・火・水・木・金,8:30,17:15,,福祉関連施設,否,無,無,有,有,有,有,無,有,無,無,無,無,有,無,無,無,否,無,無,,,,
131181,131181000159,荒川区,荒川福祉作業所,アラカワフクシサギョウショ,,,1499,,,131181,0006001,東京都荒川区荒川1丁目53-9,東京都,荒川区,荒川1丁目,53-9,,35.732953,139.785018,,,(03)3807-3442,,,,,1160002,1011505000656,社会福祉法人　荒川区社会福祉協議会,月・火・水・木・金,9:00,16:00,,福祉関連施設,可,無,無,有,有,無,有,無,無,無,無,無,無,無,無,無,無,可,無,無,,,,
131181,131181000160,荒川区,荒川生活実習所,アラカワセイカツジッシュウジョ,,,1499,,,131181,0006001,東京都荒川区荒川1丁目53-9,東京都,荒川区,荒川1丁目,53-9,,35.732953,139.785018,,,(03)3891-6915,,,,,1160002,1011505000656,社会福祉法人　荒川区社会福祉協議会,月・火・水・木・金,9:30,15:30,,福祉関連施設,可,無,無,有,有,無,有,無,無,無,無,無,無,無,無,無,無,可,無,無,,,,
131181,131181000161,荒川区,尾久生活実習所,オグセイカツジッシュウジョ,,あらかわ希望の家,1499,,,131181,0001006,東京都荒川区西尾久6丁目17-3,東京都,荒川区,西尾久6丁目,17-3,,35.751590,139.759212,,,(03)3894-2263,,,,,1160011,1011505000656,社会福祉法人　荒川区社会福祉協議会,月・火・水・木・金,9:30,15:30,,福祉関連施設,可,有,無,有,有,無,有,無,無,無,無,無,有,無,無,無,無,可,無,無,,,,
131181,131181000162,荒川区,尾久生活実習所分場,オグセイカツジッシュウジョブンジョウ,,あらかわ希望の分場,1499,,,131181,0001004,東京都荒川区西尾久4丁目6-4,東京都,荒川区,西尾久4丁目,6-4,,35.744159,139.761297,,,(03)5901-3207,,,,,1160011,1011505000656,社会福祉法人　荒川区社会福祉協議会,月・火・水・木・金,9:30,15:30,,福祉関連施設,可,有,無,有,有,有,無,無,無,無,無,無,有,無,無,無,無,可,無,無,,,,
131181,131181000163,荒川区,荒川区精神障害者・地域生活支援センター,アラカワクセイシンショウガイシャチイキセイカツシエンセンター,,支援センターアゼリア,1499,,,131181,0003005,東京都荒川区東尾久5丁目45-11,東京都,荒川区,東尾久5丁目,45-11,,35.748684,139.766375,,,(03)3819-3113,,,,,1160012,1011505000945,社会福祉法人　トラムあらかわ,月・火・水・木・金・土・日,9:00,19:00,,福祉関連施設,可,無,無,無,有,有,無,無,無,有,無,無,有,無,無,無,無,有,無,有,,,,
131181,131181000164,荒川区,障害者基幹相談支援センター,ショウガイシャキカンソウダンシエンセンタ,,,1499,,,131181,0006001,東京都荒川区荒川1丁目53-20 2階,東京都,荒川区,荒川1丁目,53-20,2階,35.733016,139.784481,階数,2,(03)3801-8060,,,,,1160002,7000020131181,荒川区,月・火・水・木・金,8:30,17:15,,福祉関連施設,可,無,無,有,有,有,有,無,有,有,無,無,有,有,無,無,無,有,無,有,,,,
131181,131181000165,荒川区,精神障がい者相談支援事業所,セイシンショウガイシャソウダンシエンジギョウショ,,コンパス,1499,,,131181,0005001,東京都荒川区東日暮里1丁目17-12 1階,東京都,荒川区,東日暮里1丁目,17-12,1階,35.729694,139.790246,階数,1,(03)6806-5322,,,,,1160014,7000020131181,荒川区,月・火・水・木・金,8:30,17:30,,福祉関連施設,可,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,,,,
