全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,スロープ,エレベータ,エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131181,131181000239,荒川区,町屋二丁目児童遊園,マチヤニチョウメジドウユウエン,,,1003,,,131181,0002002,東京都荒川区町屋2丁目19-2,東京都,荒川区,町屋2丁目,19-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000240,荒川区,町屋三丁目児童遊園,マチヤサンチョウメジドウユウエン,,,1003,,,131181,0002003,東京都荒川区町屋3丁目27-6,東京都,荒川区,町屋3丁目,27-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000241,荒川区,町屋第二児童遊園,マチヤダイニジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目3-10,東京都,荒川区,町屋4丁目,3-10,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000242,荒川区,町屋四丁目児童遊園,マチヤヨンチョウメジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目13-16,東京都,荒川区,町屋4丁目,13-16,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000243,荒川区,町屋第三児童遊園,マチヤダイサンジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目30-6,東京都,荒川区,町屋4丁目,30-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000244,荒川区,町屋第四児童遊園,マチヤダイヨンジドウユウエン,,,1003,,,131181,0002003,東京都荒川区町屋3丁目10-13,東京都,荒川区,町屋3丁目,10-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000245,荒川区,町屋五丁目児童遊園,マチヤゴチョウメジドウユウエン,,,1003,,,131181,0002005,東京都荒川区町屋5丁目17-13,東京都,荒川区,町屋5丁目,17-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000246,荒川区,江川堀児童遊園,エガワボリジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目4-12,東京都,荒川区,町屋6丁目,4-12,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000247,荒川区,町屋六丁目児童遊園,マチヤロクチョウメジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目22-3,東京都,荒川区,町屋6丁目,22-3,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000248,荒川区,町屋六丁目東児童遊園,マチヤロクチョウメヒガシジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目36-17,東京都,荒川区,町屋6丁目,36-17,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000249,荒川区,町屋六丁目北児童遊園,マチヤロクチョウメキタジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目37-2,東京都,荒川区,町屋6丁目,37-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000250,荒川区,町屋七丁目北児童遊園,マチヤナナチョウメキタジドウユウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目5-8,東京都,荒川区,町屋7丁目,5-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000251,荒川区,町屋七丁目児童遊園,マチヤナナチョウメジドウユウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目19-8,東京都,荒川区,町屋7丁目,19-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000252,荒川区,町屋八丁目児童遊園,マチヤハッチョウメジドウユウエン,,,1003,,,131181,0002008,東京都荒川区町屋8丁目2-5,東京都,荒川区,町屋8丁目,2-5,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000253,荒川区,町屋八丁目南児童遊園,マチヤハッチョウメミマミジドウユウエン,,,1003,,,131181,0002008,東京都荒川区町屋8丁目21-12,東京都,荒川区,町屋8丁目,21-12,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000254,荒川区,尾久第一児童遊園,オグダイイチジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目45-3,東京都,荒川区,東尾久4丁目,45-3,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000255,荒川区,尾久第二児童遊園,オグダイニジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目8-8,東京都,荒川区,町屋6丁目,8-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000256,荒川区,尾久第三児童遊園,オグダイサンジドウユウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目5-10,東京都,荒川区,東尾久6丁目,5-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000257,荒川区,尾久第四児童遊園,オグダイヨンジドウユウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目21-2,東京都,荒川区,東尾久6丁目,21-2,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000258,荒川区,尾久第五児童遊園,オグダイゴジドウユウエン,,,1003,,,131181,0003008,東京都荒川区東尾久8丁目21-6,東京都,荒川区,東尾久8丁目,21-6,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000259,荒川区,東尾久一丁目児童遊園,ヒガシオグイッチョウメジドウユウエン,,,1003,,,131181,0003001,東京都荒川区東尾久1丁目24-21,東京都,荒川区,東尾久1丁目,24-21,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000260,荒川区,東尾久二丁目児童遊園,ヒガシオグニチョウメジドウユウエン,,,1003,,,131181,0003002,東京都荒川区東尾久2丁目9-3,東京都,荒川区,東尾久2丁目,9-3,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000261,荒川区,本町通児童遊園,ホンチョウドオリジドウユウエン,,,1003,,,131181,0003002,東京都荒川区東尾久2丁目37-13,東京都,荒川区,東尾久2丁目,37-13,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000262,荒川区,東尾久三丁目児童遊園,ヒガシオグサンチョウメジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目5-1,東京都,荒川区,東尾久3丁目,5-1,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000263,荒川区,東尾久三丁目北児童遊園,ヒガシオグサンチョウメキタジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目18-4,東京都,荒川区,東尾久3丁目,18-4,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000264,荒川区,東尾久三丁目西児童遊園,ヒガシオグサンチョウメニシジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目24-7,東京都,荒川区,東尾久3丁目,24-7,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000265,荒川区,東尾久四丁目児童遊園,ヒガシオグヨンチョウメジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目12-1,東京都,荒川区,東尾久4丁目,12-1,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000266,荒川区,東尾久上児童遊園,ヒガシオグカミジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目24-10,東京都,荒川区,東尾久4丁目,24-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000267,荒川区,東尾久五丁目児童遊園,ヒガシオグゴチョウメジドウユウエン,,,1003,,,131181,0003005,東京都荒川区東尾久5丁目9-4,東京都,荒川区,東尾久5丁目,9-4,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000268,荒川区,熊野前南児童遊園,クマノマエミナミジドウユウエン,,,1003,,,131181,0003005,東京都荒川区東尾久5丁目21-10,東京都,荒川区,東尾久5丁目,21-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000269,荒川区,東尾久五丁目南児童遊園,ヒガシオグゴチョウメミナミジドウユウエン,,,1003,,,131181,0003005,東京都荒川区東尾久5丁目28-3,東京都,荒川区,東尾久5丁目,28-3,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000270,荒川区,東尾久六丁目児童遊園,ヒガシオグロクチョウメジドウユウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目16-15,東京都,荒川区,東尾久6丁目,16-15,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000271,荒川区,西尾久一丁目児童遊園,ニシオグイッチョウメジドウユウエン,,,1003,,,131181,0001001,東京都荒川区西尾久1丁目26-7,東京都,荒川区,西尾久1丁目,26-7,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000272,荒川区,八幡児童遊園,ハチマンジドウユウエン,,,1003,,,131181,0001002,東京都荒川区西尾久2丁目5-9,東京都,荒川区,西尾久2丁目,5-9,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000273,荒川区,西尾久四丁目南児童遊園,ニシオグヨンチョウメミナミジドウユウエン,,,1003,,,131181,0001004,東京都荒川区西尾久4丁目11-1,東京都,荒川区,西尾久4丁目,11-1,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000274,荒川区,西尾久四丁目児童遊園,ニシオグヨンチョウメジドウユウエン,,,1003,,,131181,0001004,東京都荒川区西尾久4丁目17-9,東京都,荒川区,西尾久4丁目,17-9,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000275,荒川区,西尾久五丁目児童遊園,ニシオグゴチョウメジドウユウエン,,,1003,,,131181,0001005,東京都荒川区西尾久5丁目5-11,東京都,荒川区,西尾久5丁目,5-11,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000276,荒川区,西尾久七丁目児童遊園,ニシオグナナチョウメジドウユウエン,,,1003,,,131181,0001007,東京都荒川区西尾久7丁目16-9,東京都,荒川区,西尾久7丁目,16-9,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000277,荒川区,西尾久八丁目児童遊園,ニシオグハッチョウメジドウユウエン,,,1003,,,131181,0001008,東京都荒川区西尾久8丁目12-8,東京都,荒川区,西尾久8丁目,12-8,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000278,荒川区,東日暮里二丁目児童遊園,ヒガシニッポリニチョウメジドウユウエン,,,1003,,,131181,0005002,東京都荒川区東日暮里2丁目17-11,東京都,荒川区,東日暮里2丁目,17-11,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000279,荒川区,東日暮里三丁目児童遊園,ヒガシニッポリサンチョウメジドウユウエン,,,1003,,,131181,0005003,東京都荒川区東日暮里3丁目14-5,東京都,荒川区,東日暮里3丁目,14-5,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000280,荒川区,日暮里第一児童遊園,ニッポリダイイチジドウユウエン,,,1003,,,131181,0005003,東京都荒川区東日暮里3丁目37-6,東京都,荒川区,東日暮里3丁目,37-6,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000281,荒川区,日暮里第二児童遊園,ニッポリダイニジドウユウエン,,,1003,,,131181,0007004,東京都荒川区西日暮里4丁目7-11,東京都,荒川区,西日暮里4丁目,7-11,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000282,荒川区,東日暮里四丁目児童遊園,ヒガシニッポリヨンチョウメジドウユウエン,,,1003,,,131181,0005004,東京都荒川区東日暮里4丁目15-9,東京都,荒川区,東日暮里4丁目,15-9,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000283,荒川区,東日暮里六丁目児童遊園,ヒガシニッポリロクチョウメジドウユウエン,,,1003,,,131181,0005006,東京都荒川区東日暮里6丁目5-5,東京都,荒川区,東日暮里6丁目,5-5,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000284,荒川区,東日暮里六丁目西児童遊園,ヒガシニッポリロクチョウメニシジドウユウエン,,,1003,,,131181,0005006,東京都荒川区東日暮里6丁目38-3,東京都,荒川区,東日暮里6丁目,38-3,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000285,荒川区,真土児童遊園,マツチジドウユウエン,,,1003,,,131181,0007001,東京都荒川区西日暮里1丁目11-7,東京都,荒川区,西日暮里1丁目,11-7,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000286,荒川区,小鳩児童遊園,コバトジドウユウエン,,,1003,,,131181,0007001,東京都荒川区西日暮里1丁目17-5,東京都,荒川区,西日暮里1丁目,17-5,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000287,荒川区,花見寺前児童遊園,ハナミデラマエジドウユウエン,,,1003,,,131181,0007003,東京都荒川区西日暮里3丁目18-7,東京都,荒川区,西日暮里3丁目,18-7,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000288,荒川区,西日暮里六丁目児童遊園,ニシニッポリロクチョウメジドウユウエン,,,1003,,,131181,0007006,東京都荒川区西日暮里6丁目45-4,東京都,荒川区,西日暮里6丁目,45-4,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000289,荒川区,荒川二丁目防災スポット,アラカワニチョウメボウサイスポット,,,1006,,,131181,0006002,東京都荒川区荒川2丁目7-7,東京都,荒川区,荒川2丁目,7-7,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000290,荒川区,花の木防災スポット,ハナノキボウサイスポット,,,1006,,,131181,0006005,東京都荒川区荒川5丁目40-12,東京都,荒川区,荒川5丁目,40-12,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000291,荒川区,荒川六丁目防災スポット,アラカワロクチョウメボウサイスポット,,,1006,,,131181,0006006,東京都荒川区荒川6丁目65-21,東京都,荒川区,荒川6丁目,65-21,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000292,荒川区,町屋二丁目防災スポット,マチヤニチョウメボウサイスポット,,,1006,,,131181,0002002,東京都荒川区町屋2丁目13-11,東京都,荒川区,町屋2丁目,13-11,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000293,荒川区,町屋三丁目睦防災スポット,マチヤサンチョウメムツミボウサイスポット,,,1006,,,131181,0002003,東京都荒川区町屋3丁目14-13,東京都,荒川区,町屋3丁目,14-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000294,荒川区,豊島通り防災スポット,トシマドオリボウサイスポット,,,1006,,,131181,0002003,東京都荒川区町屋3丁目15-6,東京都,荒川区,町屋3丁目,15-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000295,荒川区,町屋三丁目防災スポット,マチヤサンチョウメボウサイスポット,,,1006,,,131181,0002003,東京都荒川区町屋3丁目30-13,東京都,荒川区,町屋3丁目,30-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000296,荒川区,町屋四丁目江川防災スポット,マチヤヨンチョウメエガワボウサイスポット,,,1006,,,131181,0002004,東京都荒川区町屋4丁目21-2,東京都,荒川区,町屋4丁目,21-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000297,荒川区,町屋四丁目防災スポット,マチヤヨンチョウメボウサイスポット,,,1006,,,131181,0002004,東京都荒川区町屋4丁目23-22,東京都,荒川区,町屋4丁目,23-22,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000298,荒川区,東尾久小沼防災スポット,ヒガシオグコヌマボウサイスポット,,,1006,,,131181,0003001,東京都荒川区東尾久1丁目21-22,東京都,荒川区,東尾久1丁目,21-22,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000299,荒川区,東尾久一丁目西防災スポット,ヒガシオグイッチョウメニシボウサイスポット,,,1006,,,131181,0003001,東京都荒川区東尾久1丁目24-14,東京都,荒川区,東尾久1丁目,24-14,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000300,荒川区,東尾久一丁目防災スポット,ヒガシオグイッチョウメボウサイスポット,,,1006,,,131181,0003001,東京都荒川区東尾久1丁目7-11,東京都,荒川区,東尾久1丁目,7-11,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000301,荒川区,東尾久五丁目第二防災スポット,ヒガシオグゴチョウメダイニボウサイスポット,,,1006,,,131181,0003005,東京都荒川区東尾久5丁目16-5,東京都,荒川区,東尾久5丁目,16-5,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000302,荒川区,六仲防災スポット,ロクナカボウサイスポット,,,1006,,,131181,0003006,東京都荒川区東尾久6丁目7-17,東京都,荒川区,東尾久6丁目,7-17,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000303,荒川区,東尾久五丁目防災スポット,ヒガシオグゴチョウメボウサイスポット,,,1006,,,131181,0003005,東京都荒川区東尾久5丁目33-12,東京都,荒川区,東尾久5丁目,33-12,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000304,荒川区,熊野前商店街防災スポット,クマノマエショウテンガイボウサイスポット,,,1006,,,131181,0003005,東京都荒川区東尾久5丁目6-10,東京都,荒川区,東尾久5丁目,6-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000305,荒川区,小台通り防災スポット,オダイドオリボウサイスポット,,,1006,,,131181,0001001,東京都荒川区西尾久1丁目18-6,東京都,荒川区,西尾久1丁目,18-6,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000306,荒川区,西尾久一丁目防災スポット,ニシオグイッチョウメボウサイスポット,,,1006,,,131181,0001001,東京都荒川区西尾久1丁目18-1,東京都,荒川区,西尾久1丁目,18-1,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000307,荒川区,旧小台通り防災スポット,キュウオダイドオリボウサイスポット,,,1006,,,131181,0001002,東京都荒川区西尾久2丁目31-4,東京都,荒川区,西尾久2丁目,31-4,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000308,荒川区,西尾久六丁目防災スポット,ニシオグロクチョウメボウサイスポット,,,1006,,,131181,0001006,東京都荒川区西尾久6丁目17-12,東京都,荒川区,西尾久6丁目,17-12,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000309,荒川区,西尾久六丁目西防災スポット,ニシオグロクチョウメニシボウサイスポット,,,1006,,,131181,0001006,東京都荒川区西尾久6丁目32-17,東京都,荒川区,西尾久6丁目,32-17,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000310,荒川区,西尾久六丁目東防災スポット,ニシオグロクチョウメヒガシボウサイスポット,,,1006,,,131181,0001006,東京都荒川区西尾久6丁目8-1,東京都,荒川区,西尾久6丁目,8-1,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立防災スポット,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
